0.000000000000000000e+00,9.991671442985534668e-01,1.202628845931030810e-05,1.952643942786380649e-04,8.399038051720708609e-06,5.179567961022257805e-05,1.771275710780173540e-04,3.330856852699071169e-04,5.516435339814051986e-05
4.000000000000000000e+00,2.390292365817003883e-06,3.651470411568880081e-03,3.899724397342652082e-04,7.730855031695682555e-06,9.954758882522583008e-01,8.132211405609268695e-06,1.721478183753788471e-04,2.922744897659868002e-04
7.000000000000000000e+00,1.294873375190519482e-10,3.922219840579721506e-11,7.185581340010682716e-13,1.888203621236428376e-10,2.971378976202032618e-10,2.713207158944186403e-10,4.163134420531733326e-11,1.000000000000000000e+00
1.000000000000000000e+00,1.580495852977037430e-03,8.376767635345458984e-01,1.529684849083423615e-02,9.925309568643569946e-04,2.302522538229823112e-03,9.354413487017154694e-05,1.410972476005554199e-01,9.600857738405466080e-04
0.000000000000000000e+00,4.322797358036041260e-01,2.103875885950401425e-04,5.376538261771202087e-02,3.460908308625221252e-03,6.146476790308952332e-02,4.294514358043670654e-01,6.779518444091081619e-03,1.258784439414739609e-02
4.000000000000000000e+00,9.877923901058238698e-08,2.559420499892439693e-05,2.210826778537011705e-06,6.712374442940927111e-07,9.998759031295776367e-01,9.758737178344745189e-07,4.051475480082444847e-05,5.401100497692823410e-05
4.000000000000000000e+00,4.876272996501285206e-13,1.851863662416519674e-10,2.556969913580786624e-11,1.670657969604638637e-12,1.000000000000000000e+00,3.099734011136057177e-11,4.159152189320280968e-11,4.526128083437441774e-11
1.000000000000000000e+00,1.028505994327133521e-05,9.997920989990234375e-01,3.851273140753619373e-05,2.558436244726181030e-05,6.522382136608939618e-06,3.350103483512612002e-08,1.201364066218957305e-04,6.818661859142594039e-06
6.000000000000000000e+00,2.653010189533233643e-02,5.898956675082445145e-03,2.319082804024219513e-02,9.808827936649322510e-02,2.317219786345958710e-02,5.230340361595153809e-02,7.619974017143249512e-01,8.818812668323516846e-03
3.000000000000000000e+00,1.797672128304839134e-03,7.136656786315143108e-04,9.524919441901147366e-04,8.038868904113769531e-01,9.045711718499660492e-03,1.340794842690229416e-02,1.947387820109724998e-03,1.682482361793518066e-01
2.000000000000000000e+00,3.187825158238410950e-02,3.340131640434265137e-01,5.085246562957763672e-01,7.841380313038825989e-03,3.483283519744873047e-02,6.929644383490085602e-03,1.094689592719078064e-02,6.503316760063171387e-02
3.000000000000000000e+00,5.390218924731016159e-03,1.512228300271090120e-05,6.537846638821065426e-05,9.090836644172668457e-01,1.607033773325383663e-04,5.340893752872943878e-03,7.954317331314086914e-02,4.008061951026320457e-04
5.000000000000000000e+00,4.296225961297750473e-03,1.256744144484400749e-04,2.253828383982181549e-02,1.039792317897081375e-03,1.054696459323167801e-02,8.868340849876403809e-01,7.319888472557067871e-02,1.420082058757543564e-03
4.000000000000000000e+00,6.878721527755260468e-03,1.650891063036397099e-04,1.622029580175876617e-02,5.465605482459068298e-02,5.525569915771484375e-01,3.650449812412261963e-01,1.500475220382213593e-03,2.977418480440974236e-03
3.000000000000000000e+00,3.568748012185096741e-03,1.184069435112178326e-03,1.537392381578683853e-03,9.406577944755554199e-01,4.168035462498664856e-03,1.056836266070604324e-02,3.672051057219505310e-02,1.595068606548011303e-03
0.000000000000000000e+00,9.794370532035827637e-01,3.335954388603568077e-03,1.129752257838845253e-03,1.526478910818696022e-03,1.571022206917405128e-03,2.883117878809571266e-03,4.724647384136915207e-03,5.391909275203943253e-03
5.000000000000000000e+00,9.206639952026307583e-04,1.823852358029398602e-06,1.022691931575536728e-02,5.794391654490027577e-06,1.135616403189487755e-04,9.858534932136535645e-01,1.423844718374311924e-03,1.453852863050997257e-03
0.000000000000000000e+00,7.347627878189086914e-01,1.733143478631973267e-01,3.966397792100906372e-02,1.011068467050790787e-02,5.796094890683889389e-03,3.542596939951181412e-03,2.602641284465789795e-02,6.783119868487119675e-03
0.000000000000000000e+00,9.173985123634338379e-01,8.078806102275848389e-02,5.672129336744546890e-04,7.005094812484458089e-05,4.162131881457753479e-05,1.595641333551611751e-05,7.967810961417853832e-04,3.218240744899958372e-04
2.000000000000000000e+00,2.453642373438924551e-04,6.470145308412611485e-04,9.862481355667114258e-01,2.681820478755980730e-05,9.130354039371013641e-03,3.230621339753270149e-03,3.946709912270307541e-04,7.700882997596636415e-05
5.000000000000000000e+00,3.076280094683170319e-02,2.277176361531019211e-03,1.043988391757011414e-02,1.567957806400954723e-03,1.799900084733963013e-02,4.723187088966369629e-01,3.978881239891052246e-01,6.674633175134658813e-02
3.000000000000000000e+00,1.197786107659339905e-01,2.407697401940822601e-02,5.521156638860702515e-02,7.514468431472778320e-01,5.614642519503831863e-03,1.072980184108018875e-02,2.151685766875743866e-03,3.098987042903900146e-02
5.000000000000000000e+00,8.029296623135451227e-06,3.149216922793129925e-07,3.861151868477463722e-03,1.872790418565273285e-02,1.624762444407679141e-05,9.768925309181213379e-01,2.117938565788790584e-04,2.820044755935668945e-04
6.000000000000000000e+00,1.831751614809036255e-01,2.764532864093780518e-01,1.203528977930545807e-02,8.508748374879360199e-03,9.356480091810226440e-03,4.979965277016162872e-03,4.876811206340789795e-01,1.780990511178970337e-02
2.000000000000000000e+00,1.080716610886156559e-03,4.174357745796442032e-04,6.038612127304077148e-01,5.468747531267581508e-06,4.657373763620853424e-03,3.582935929298400879e-01,2.340539544820785522e-02,8.278797380626201630e-03
6.000000000000000000e+00,6.815323722548782825e-04,7.664295285940170288e-02,7.741738855838775635e-02,1.626543584279716015e-03,1.503320224583148956e-02,1.260582241229712963e-03,8.245803713798522949e-01,2.757466863840818405e-03
